Date,Time,Invoice_No,Product,Category,Quantity,Unit_Price,Total_Amount,Cost_Price,Customer_ID,Payment_Mode
02/06/2026,11:10,INV-5012,Red Label Tea 500g,Beverages,4,250,1000,185.0,C3055,Card
02/06/2026,17:29,INV-5013,Daawat Basmati Rice 5kg,Grains,3,540,1620,432.0,C3068,UPI
02/06/2026,17:29,INV-5013,Cadbury Bournvita 500g,Beverages,1,230,230,167.9,C3068,UPI
02/06/2026,17:29,INV-5013,Tata Tea Premium 250g,Beverages,3,140,420,105.0,C3068,UPI
02/06/2026,17:29,INV-5013,Real Mixed Fruit Juice 1L,Beverages,4,120,480,85.2,C3068,UPI
02/06/2026,17:29,INV-5013,Haldiram Bhujia 200g,Snacks,2,65,130,45.5,C3068,UPI
02/06/2026,15:46,INV-5014,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3034,Card
02/06/2026,15:46,INV-5014,Tata Tea Premium 250g,Beverages,2,140,280,105.0,C3034,Card
02/06/2026,11:48,INV-5015,Daawat Basmati Rice 5kg,Grains,3,540,1620,432.0,C3021,Card
02/06/2026,11:48,INV-5015,Vim Dishwash Bar 3-pack,Household,3,75,225,49.5,C3021,Card
02/06/2026,11:48,INV-5015,Surf Excel 1kg,Household,2,175,350,133.0,C3021,Card
02/06/2026,11:48,INV-5015,Parachute Coconut Oil 500ml,Personal Care,1,185,185,133.2,C3021,Card
02/06/2026,11:48,INV-5015,Tata Tea Premium 250g,Beverages,2,140,280,105.0,C3021,Card
02/06/2026,19:05,INV-5016,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3011,Cash
02/06/2026,10:30,INV-5017,Vim Dishwash Bar 3-pack,Household,4,75,300,49.5,C3022,UPI
02/06/2026,10:30,INV-5017,Kissan Mixed Fruit Jam 200g,Condiments,3,110,330,74.8,C3022,UPI
02/06/2026,10:30,INV-5017,Catch Garam Masala 100g,Spices,4,95,380,58.9,C3022,UPI
02/06/2026,10:30,INV-5017,Real Mixed Fruit Juice 1L,Beverages,4,120,480,85.2,C3022,UPI
02/06/2026,10:30,INV-5017,Pepsi 2L,Beverages,1,95,95,74.1,C3022,UPI
02/06/2026,12:04,INV-5018,Real Mixed Fruit Juice 1L,Beverages,1,120,120,85.2,C3044,UPI
02/06/2026,12:04,INV-5018,Patanjali Atta 5kg,Grains,2,260,520,218.4,C3044,UPI
02/06/2026,12:04,INV-5018,Britannia Marie Gold 250g,Biscuits,1,35,35,20.3,C3044,UPI
02/06/2026,12:04,INV-5018,Daawat Basmati Rice 5kg,Grains,1,540,540,432.0,C3044,UPI
02/06/2026,12:04,INV-5018,Saffola Gold Oil 1L,Oils,3,210,630,172.2,C3044,UPI
02/06/2026,09:15,INV-5019,Real Mixed Fruit Juice 1L,Beverages,4,120,480,85.2,C3036,Cash
02/06/2026,09:15,INV-5019,Britannia Bread 400g,Bakery,2,45,90,35.1,C3036,Cash
02/06/2026,18:51,INV-5020,Tata Tea Premium 250g,Beverages,4,140,560,105.0,C3053,UPI
02/06/2026,13:26,INV-5021,Mother Dairy Milk 1L,Dairy,4,58,232,49.3,C3060,UPI
02/06/2026,18:51,INV-5022,Catch Garam Masala 100g,Spices,4,95,380,58.9,C3014,UPI
02/06/2026,18:51,INV-5022,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3014,UPI
02/06/2026,14:17,INV-5023,Moong Dal 1kg,Pulses,1,145,145,120.35,C3060,UPI
03/06/2026,17:34,INV-5024,Mother Dairy Curd 400g,Dairy,4,38,152,30.4,C3002,UPI
03/06/2026,17:34,INV-5024,Kissan Mixed Fruit Jam 200g,Condiments,4,110,440,74.8,C3002,UPI
03/06/2026,12:25,INV-5025,Daawat Basmati Rice 5kg,Grains,3,540,1620,432.0,C3008,UPI
03/06/2026,12:25,INV-5025,Red Label Tea 500g,Beverages,4,250,1000,185.0,C3008,UPI
03/06/2026,12:25,INV-5025,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3008,UPI
03/06/2026,12:25,INV-5025,Moong Dal 1kg,Pulses,2,145,290,120.35,C3008,UPI
03/06/2026,11:13,INV-5026,Mother Dairy Milk 1L,Dairy,2,58,116,49.3,C3008,Card
03/06/2026,11:13,INV-5026,Surf Excel 1kg,Household,1,175,175,133.0,C3008,Card
03/06/2026,11:13,INV-5026,Britannia Marie Gold 250g,Biscuits,1,35,35,20.3,C3008,Card
03/06/2026,11:13,INV-5026,Parachute Coconut Oil 500ml,Personal Care,2,185,370,133.2,C3008,Card
03/06/2026,11:13,INV-5026,Lifebuoy Soap 4-pack,Personal Care,1,165,165,115.5,C3008,Card
03/06/2026,17:43,INV-5027,Britannia Marie Gold 250g,Biscuits,2,35,70,20.3,C3031,Cash
03/06/2026,17:02,INV-5028,Britannia Marie Gold 250g,Biscuits,3,35,105,20.3,C3011,Cash
03/06/2026,17:02,INV-5028,Lifebuoy Soap 4-pack,Personal Care,2,165,330,115.5,C3011,Cash
03/06/2026,17:02,INV-5028,Surf Excel 1kg,Household,3,175,525,133.0,C3011,Cash
03/06/2026,17:02,INV-5028,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3011,Cash
03/06/2026,17:02,INV-5028,Catch Garam Masala 100g,Spices,2,95,190,58.9,C3011,Cash
03/06/2026,17:19,INV-5029,Daawat Basmati Rice 5kg,Grains,4,540,2160,432.0,C3059,Cash
03/06/2026,17:36,INV-5030,Catch Garam Masala 100g,Spices,1,95,95,58.9,C3013,UPI
03/06/2026,17:36,INV-5030,Lifebuoy Soap 4-pack,Personal Care,2,165,330,115.5,C3013,UPI
03/06/2026,17:36,INV-5030,Haldiram Bhujia 200g,Snacks,3,65,195,45.5,C3013,UPI
03/06/2026,17:36,INV-5030,Britannia Bread 400g,Bakery,3,45,135,35.1,C3013,UPI
03/06/2026,17:36,INV-5030,Dove Soap 100g,Personal Care,2,60,120,39.0,C3013,UPI
03/06/2026,14:34,INV-5031,Daawat Basmati Rice 5kg,Grains,2,540,1080,432.0,C3039,Card
03/06/2026,14:34,INV-5031,Cadbury Bournvita 500g,Beverages,3,230,690,167.9,C3039,Card
03/06/2026,14:34,INV-5031,Real Mixed Fruit Juice 1L,Beverages,1,120,120,85.2,C3039,Card
03/06/2026,14:34,INV-5031,Pepsi 2L,Beverages,1,95,95,74.1,C3039,Card
03/06/2026,14:34,INV-5031,Tata Tea Premium 250g,Beverages,2,140,280,105.0,C3039,Card
04/06/2026,13:13,INV-5032,Lifebuoy Soap 4-pack,Personal Care,1,165,165,115.5,C3044,UPI
04/06/2026,13:13,INV-5032,Parachute Coconut Oil 500ml,Personal Care,1,185,185,133.2,C3044,UPI
04/06/2026,13:13,INV-5032,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3044,UPI
04/06/2026,19:02,INV-5033,Aashirvaad Salt 1kg,Grains,2,28,56,15.4,C3001,Cash
04/06/2026,19:02,INV-5033,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3001,Cash
04/06/2026,16:27,INV-5034,Britannia Bread 400g,Bakery,1,45,45,35.1,C3002,UPI
04/06/2026,19:37,INV-5035,Mother Dairy Milk 1L,Dairy,3,58,174,49.3,C3019,Cash
04/06/2026,19:37,INV-5035,Pepsi 2L,Beverages,1,95,95,74.1,C3019,Cash
04/06/2026,19:13,INV-5036,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3032,UPI
04/06/2026,19:13,INV-5036,Kissan Mixed Fruit Jam 200g,Condiments,2,110,220,74.8,C3032,UPI
04/06/2026,19:13,INV-5036,Vim Dishwash Bar 3-pack,Household,2,75,150,49.5,C3032,UPI
04/06/2026,20:51,INV-5037,Mother Dairy Curd 400g,Dairy,3,38,114,30.4,C3023,Cash
04/06/2026,18:26,INV-5038,Tata Tea Premium 250g,Beverages,1,140,140,105.0,C3032,UPI
04/06/2026,18:26,INV-5038,Red Label Tea 500g,Beverages,4,250,1000,185.0,C3032,UPI
04/06/2026,12:52,INV-5039,Patanjali Atta 5kg,Grains,2,260,520,218.4,C3059,Cash
04/06/2026,12:52,INV-5039,Daawat Basmati Rice 5kg,Grains,4,540,2160,432.0,C3059,Cash
04/06/2026,12:52,INV-5039,Cadbury Bournvita 500g,Beverages,3,230,690,167.9,C3059,Cash
04/06/2026,12:04,INV-5040,Red Label Tea 500g,Beverages,1,250,250,185.0,C3036,Cash
04/06/2026,12:04,INV-5040,Cadbury Bournvita 500g,Beverages,3,230,690,167.9,C3036,Cash
04/06/2026,12:04,INV-5040,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3036,Cash
04/06/2026,12:04,INV-5040,Surf Excel 1kg,Household,3,175,525,133.0,C3036,Cash
04/06/2026,12:04,INV-5040,Daawat Basmati Rice 5kg,Grains,1,540,540,432.0,C3036,Cash
04/06/2026,10:27,INV-5041,Vim Dishwash Bar 3-pack,Household,2,75,150,49.5,C3045,Cash
04/06/2026,10:27,INV-5041,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3045,Cash
04/06/2026,10:27,INV-5041,Tata Tea Premium 250g,Beverages,1,140,140,105.0,C3045,Cash
04/06/2026,10:27,INV-5041,Red Label Tea 500g,Beverages,4,250,1000,185.0,C3045,Cash
04/06/2026,08:59,INV-5042,Kissan Mixed Fruit Jam 200g,Condiments,3,110,330,74.8,C3069,UPI
04/06/2026,08:59,INV-5042,Saffola Gold Oil 1L,Oils,3,210,630,172.2,C3069,UPI
04/06/2026,08:59,INV-5042,Cadbury Bournvita 500g,Beverages,1,230,230,167.9,C3069,UPI
04/06/2026,18:19,INV-5043,Surf Excel 1kg,Household,2,175,350,133.0,C3065,UPI
04/06/2026,18:19,INV-5043,Red Label Tea 500g,Beverages,2,250,500,185.0,C3065,UPI
04/06/2026,18:19,INV-5043,Pepsi 2L,Beverages,4,95,380,74.1,C3065,UPI
04/06/2026,18:19,INV-5043,Real Mixed Fruit Juice 1L,Beverages,4,120,480,85.2,C3065,UPI
05/06/2026,17:19,INV-5044,Pepsi 2L,Beverages,3,95,285,74.1,C3052,Card
05/06/2026,12:50,INV-5045,Moong Dal 1kg,Pulses,4,145,580,120.35,C3042,Cash
05/06/2026,12:50,INV-5045,Cadbury Bournvita 500g,Beverages,2,230,460,167.9,C3042,Cash
05/06/2026,12:50,INV-5045,Catch Garam Masala 100g,Spices,1,95,95,58.9,C3042,Cash
05/06/2026,12:50,INV-5045,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3042,Cash
05/06/2026,16:40,INV-5046,Cadbury Bournvita 500g,Beverages,2,230,460,167.9,C3043,UPI
05/06/2026,16:40,INV-5046,Pepsi 2L,Beverages,2,95,190,74.1,C3043,UPI
05/06/2026,11:02,INV-5047,Saffola Gold Oil 1L,Oils,2,210,420,172.2,C3032,Cash
05/06/2026,11:02,INV-5047,Moong Dal 1kg,Pulses,4,145,580,120.35,C3032,Cash
05/06/2026,11:02,INV-5047,Kissan Mixed Fruit Jam 200g,Condiments,4,110,440,74.8,C3032,Cash
05/06/2026,11:02,INV-5047,Aashirvaad Salt 1kg,Grains,4,28,112,15.4,C3032,Cash
05/06/2026,11:02,INV-5047,Britannia Marie Gold 250g,Biscuits,2,35,70,20.3,C3032,Cash
05/06/2026,11:44,INV-5048,Patanjali Atta 5kg,Grains,1,260,260,218.4,C3001,UPI
05/06/2026,11:44,INV-5048,Mother Dairy Curd 400g,Dairy,2,38,76,30.4,C3001,UPI
05/06/2026,11:44,INV-5048,Lifebuoy Soap 4-pack,Personal Care,1,165,165,115.5,C3001,UPI
05/06/2026,11:44,INV-5048,Moong Dal 1kg,Pulses,4,145,580,120.35,C3001,UPI
05/06/2026,11:29,INV-5049,Surf Excel 1kg,Household,4,175,700,133.0,C3068,Card
05/06/2026,11:29,INV-5049,Moong Dal 1kg,Pulses,2,145,290,120.35,C3068,Card
05/06/2026,11:29,INV-5049,Vim Dishwash Bar 3-pack,Household,4,75,300,49.5,C3068,Card
05/06/2026,11:29,INV-5049,Lifebuoy Soap 4-pack,Personal Care,4,165,660,115.5,C3068,Card
05/06/2026,11:29,INV-5049,Kissan Mixed Fruit Jam 200g,Condiments,3,110,330,74.8,C3068,Card
05/06/2026,18:53,INV-5050,Aashirvaad Salt 1kg,Grains,1,28,28,15.4,C3036,Card
05/06/2026,18:53,INV-5050,Patanjali Atta 5kg,Grains,3,260,780,218.4,C3036,Card
05/06/2026,18:53,INV-5050,Haldiram Bhujia 200g,Snacks,2,65,130,45.5,C3036,Card
05/06/2026,18:53,INV-5050,Moong Dal 1kg,Pulses,3,145,435,120.35,C3036,Card
05/06/2026,13:57,INV-5051,Britannia Bread 400g,Bakery,4,45,180,35.1,C3070,UPI
05/06/2026,13:57,INV-5051,Patanjali Atta 5kg,Grains,2,260,520,218.4,C3070,UPI
05/06/2026,18:04,INV-5052,Real Mixed Fruit Juice 1L,Beverages,1,120,120,85.2,C3054,Cash
05/06/2026,18:04,INV-5052,Moong Dal 1kg,Pulses,2,145,290,120.35,C3054,Cash
05/06/2026,18:04,INV-5052,Kissan Mixed Fruit Jam 200g,Condiments,4,110,440,74.8,C3054,Cash
05/06/2026,14:49,INV-5053,Parachute Coconut Oil 500ml,Personal Care,4,185,740,133.2,C3003,Card
05/06/2026,14:49,INV-5053,Daawat Basmati Rice 5kg,Grains,4,540,2160,432.0,C3003,Card
05/06/2026,14:49,INV-5053,Dove Soap 100g,Personal Care,2,60,120,39.0,C3003,Card
05/06/2026,14:49,INV-5053,Pepsi 2L,Beverages,4,95,380,74.1,C3003,Card
05/06/2026,12:27,INV-5054,Surf Excel 1kg,Household,4,175,700,133.0,C3063,UPI
05/06/2026,12:27,INV-5054,Cadbury Bournvita 500g,Beverages,2,230,460,167.9,C3063,UPI
05/06/2026,12:27,INV-5054,Red Label Tea 500g,Beverages,1,250,250,185.0,C3063,UPI
05/06/2026,12:27,INV-5054,Mother Dairy Curd 400g,Dairy,4,38,152,30.4,C3063,UPI
05/06/2026,17:42,INV-5055,Britannia Bread 400g,Bakery,3,45,135,35.1,C3004,UPI
05/06/2026,17:42,INV-5055,Moong Dal 1kg,Pulses,4,145,580,120.35,C3004,UPI
05/06/2026,17:42,INV-5055,Mother Dairy Curd 400g,Dairy,3,38,114,30.4,C3004,UPI
05/06/2026,17:42,INV-5055,Mother Dairy Milk 1L,Dairy,2,58,116,49.3,C3004,UPI
05/06/2026,15:21,INV-5056,Haldiram Bhujia 200g,Snacks,1,65,65,45.5,C3049,UPI
05/06/2026,15:21,INV-5056,Saffola Gold Oil 1L,Oils,3,210,630,172.2,C3049,UPI
05/06/2026,15:21,INV-5056,Parachute Coconut Oil 500ml,Personal Care,2,185,370,133.2,C3049,UPI
05/06/2026,15:21,INV-5056,Daawat Basmati Rice 5kg,Grains,1,540,540,432.0,C3049,UPI
05/06/2026,18:41,INV-5057,Catch Garam Masala 100g,Spices,2,95,190,58.9,C3006,UPI
05/06/2026,18:41,INV-5057,Daawat Basmati Rice 5kg,Grains,2,540,1080,432.0,C3006,UPI
05/06/2026,10:42,INV-5058,Moong Dal 1kg,Pulses,3,145,435,120.35,C3015,Card
05/06/2026,10:42,INV-5058,Haldiram Bhujia 200g,Snacks,2,65,130,45.5,C3015,Card
05/06/2026,17:47,INV-5059,Tata Tea Premium 250g,Beverages,3,140,420,105.0,C3015,UPI
05/06/2026,17:47,INV-5059,Britannia Marie Gold 250g,Biscuits,4,35,140,20.3,C3015,UPI
05/06/2026,17:47,INV-5059,Daawat Basmati Rice 5kg,Grains,4,540,2160,432.0,C3015,UPI
06/06/2026,10:44,INV-5060,Cadbury Bournvita 500g,Beverages,1,230,230,167.9,C3032,UPI
06/06/2026,10:44,INV-5060,Vim Dishwash Bar 3-pack,Household,3,75,225,49.5,C3032,UPI
06/06/2026,10:44,INV-5060,Tata Tea Premium 250g,Beverages,4,140,560,105.0,C3032,UPI
06/06/2026,17:04,INV-5061,Kissan Mixed Fruit Jam 200g,Condiments,4,110,440,74.8,C3065,Cash
06/06/2026,10:23,INV-5062,Mother Dairy Curd 400g,Dairy,4,38,152,30.4,C3059,UPI
06/06/2026,10:23,INV-5062,Lifebuoy Soap 4-pack,Personal Care,4,165,660,115.5,C3059,UPI
06/06/2026,10:23,INV-5062,Aashirvaad Salt 1kg,Grains,4,28,112,15.4,C3059,UPI
06/06/2026,10:23,INV-5062,Haldiram Bhujia 200g,Snacks,3,65,195,45.5,C3059,UPI
06/06/2026,13:15,INV-5063,Patanjali Atta 5kg,Grains,4,260,1040,218.4,C3012,UPI
06/06/2026,13:15,INV-5063,Moong Dal 1kg,Pulses,3,145,435,120.35,C3012,UPI
06/06/2026,13:15,INV-5063,Britannia Marie Gold 250g,Biscuits,1,35,35,20.3,C3012,UPI
06/06/2026,13:15,INV-5063,Vim Dishwash Bar 3-pack,Household,4,75,300,49.5,C3012,UPI
06/06/2026,19:11,INV-5064,Haldiram Bhujia 200g,Snacks,3,65,195,45.5,C3063,UPI
06/06/2026,19:11,INV-5064,Surf Excel 1kg,Household,1,175,175,133.0,C3063,UPI
06/06/2026,19:11,INV-5064,Vim Dishwash Bar 3-pack,Household,2,75,150,49.5,C3063,UPI
06/06/2026,10:46,INV-5065,Patanjali Atta 5kg,Grains,1,260,260,218.4,C3053,Cash
06/06/2026,10:46,INV-5065,Parachute Coconut Oil 500ml,Personal Care,3,185,555,133.2,C3053,Cash
06/06/2026,10:46,INV-5065,Aashirvaad Salt 1kg,Grains,2,28,56,15.4,C3053,Cash
06/06/2026,10:46,INV-5065,Moong Dal 1kg,Pulses,4,145,580,120.35,C3053,Cash
06/06/2026,10:46,INV-5065,Daawat Basmati Rice 5kg,Grains,2,540,1080,432.0,C3053,Cash
06/06/2026,13:37,INV-5066,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3048,Cash
06/06/2026,13:37,INV-5066,Dove Soap 100g,Personal Care,4,60,240,39.0,C3048,Cash
06/06/2026,13:37,INV-5066,Kissan Mixed Fruit Jam 200g,Condiments,3,110,330,74.8,C3048,Cash
06/06/2026,13:37,INV-5066,Real Mixed Fruit Juice 1L,Beverages,3,120,360,85.2,C3048,Cash
06/06/2026,13:37,INV-5066,Surf Excel 1kg,Household,3,175,525,133.0,C3048,Cash
06/06/2026,12:46,INV-5067,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3025,Cash
06/06/2026,11:47,INV-5068,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3062,UPI
06/06/2026,11:47,INV-5068,Vim Dishwash Bar 3-pack,Household,2,75,150,49.5,C3062,UPI
06/06/2026,11:47,INV-5068,Pepsi 2L,Beverages,3,95,285,74.1,C3062,UPI
06/06/2026,11:47,INV-5068,Tata Tea Premium 250g,Beverages,2,140,280,105.0,C3062,UPI
06/06/2026,11:47,INV-5068,Catch Garam Masala 100g,Spices,3,95,285,58.9,C3062,UPI
06/06/2026,08:34,INV-5069,Mother Dairy Milk 1L,Dairy,3,58,174,49.3,C3017,UPI
06/06/2026,18:08,INV-5070,Britannia Marie Gold 250g,Biscuits,3,35,105,20.3,C3063,UPI
06/06/2026,15:28,INV-5071,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3044,UPI
06/06/2026,10:04,INV-5072,Britannia Marie Gold 250g,Biscuits,1,35,35,20.3,C3052,Cash
06/06/2026,11:51,INV-5073,Tata Tea Premium 250g,Beverages,4,140,560,105.0,C3039,UPI
06/06/2026,11:51,INV-5073,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3039,UPI
06/06/2026,18:24,INV-5074,Britannia Marie Gold 250g,Biscuits,1,35,35,20.3,C3058,Cash
06/06/2026,18:24,INV-5074,Kissan Mixed Fruit Jam 200g,Condiments,1,110,110,74.8,C3058,Cash
06/06/2026,18:24,INV-5074,Pepsi 2L,Beverages,2,95,190,74.1,C3058,Cash
06/06/2026,17:16,INV-5075,Mother Dairy Curd 400g,Dairy,1,38,38,30.4,C3011,UPI
06/06/2026,17:16,INV-5075,Real Mixed Fruit Juice 1L,Beverages,2,120,240,85.2,C3011,UPI
06/06/2026,08:28,INV-5076,Patanjali Atta 5kg,Grains,3,260,780,218.4,C3061,UPI
07/06/2026,18:29,INV-5077,Aashirvaad Salt 1kg,Grains,2,28,56,15.4,C3010,UPI
07/06/2026,18:29,INV-5077,Britannia Marie Gold 250g,Biscuits,4,35,140,20.3,C3010,UPI
07/06/2026,18:29,INV-5077,Cadbury Bournvita 500g,Beverages,1,230,230,167.9,C3010,UPI
07/06/2026,16:41,INV-5078,Saffola Gold Oil 1L,Oils,2,210,420,172.2,C3020,UPI
07/06/2026,16:41,INV-5078,Mother Dairy Milk 1L,Dairy,3,58,174,49.3,C3020,UPI
07/06/2026,17:52,INV-5079,Moong Dal 1kg,Pulses,3,145,435,120.35,C3037,Cash
07/06/2026,18:17,INV-5080,Moong Dal 1kg,Pulses,4,145,580,120.35,C3065,Card
07/06/2026,18:17,INV-5080,Saffola Gold Oil 1L,Oils,3,210,630,172.2,C3065,Card
07/06/2026,18:17,INV-5080,Vim Dishwash Bar 3-pack,Household,3,75,225,49.5,C3065,Card
07/06/2026,18:17,INV-5080,Mother Dairy Milk 1L,Dairy,1,58,58,49.3,C3065,Card
07/06/2026,10:43,INV-5081,Mother Dairy Milk 1L,Dairy,4,58,232,49.3,C3003,UPI
07/06/2026,10:43,INV-5081,Mother Dairy Curd 400g,Dairy,3,38,114,30.4,C3003,UPI
07/06/2026,10:43,INV-5081,Parachute Coconut Oil 500ml,Personal Care,2,185,370,133.2,C3003,UPI
07/06/2026,10:43,INV-5081,Lifebuoy Soap 4-pack,Personal Care,4,165,660,115.5,C3003,UPI
07/06/2026,10:43,INV-5081,Aashirvaad Salt 1kg,Grains,4,28,112,15.4,C3003,UPI
07/06/2026,20:30,INV-5082,Surf Excel 1kg,Household,2,175,350,133.0,C3045,Cash
07/06/2026,20:30,INV-5082,Cadbury Bournvita 500g,Beverages,3,230,690,167.9,C3045,Cash
07/06/2026,20:30,INV-5082,Tata Tea Premium 250g,Beverages,4,140,560,105.0,C3045,Cash
07/06/2026,18:18,INV-5083,Moong Dal 1kg,Pulses,1,145,145,120.35,C3052,Card
07/06/2026,13:20,INV-5084,Daawat Basmati Rice 5kg,Grains,1,540,540,432.0,C3015,Cash
07/06/2026,13:20,INV-5084,Cadbury Bournvita 500g,Beverages,2,230,460,167.9,C3015,Cash
07/06/2026,13:20,INV-5084,Real Mixed Fruit Juice 1L,Beverages,3,120,360,85.2,C3015,Cash
07/06/2026,13:20,INV-5084,Moong Dal 1kg,Pulses,4,145,580,120.35,C3015,Cash
07/06/2026,13:20,INV-5084,Kissan Mixed Fruit Jam 200g,Condiments,4,110,440,74.8,C3015,Cash
07/06/2026,18:13,INV-5085,Pepsi 2L,Beverages,4,95,380,74.1,C3035,Card
07/06/2026,18:13,INV-5085,Moong Dal 1kg,Pulses,1,145,145,120.35,C3035,Card
07/06/2026,08:40,INV-5086,Real Mixed Fruit Juice 1L,Beverages,1,120,120,85.2,C3031,UPI
07/06/2026,08:40,INV-5086,Daawat Basmati Rice 5kg,Grains,2,540,1080,432.0,C3031,UPI
07/06/2026,08:40,INV-5086,Kissan Mixed Fruit Jam 200g,Condiments,1,110,110,74.8,C3031,UPI
07/06/2026,15:07,INV-5087,Lifebuoy Soap 4-pack,Personal Care,4,165,660,115.5,C3020,Cash
07/06/2026,15:07,INV-5087,Haldiram Bhujia 200g,Snacks,4,65,260,45.5,C3020,Cash
07/06/2026,15:07,INV-5087,Kissan Mixed Fruit Jam 200g,Condiments,2,110,220,74.8,C3020,Cash
07/06/2026,15:09,INV-5088,Lifebuoy Soap 4-pack,Personal Care,3,165,495,115.5,C3050,UPI
07/06/2026,15:09,INV-5088,Britannia Bread 400g,Bakery,3,45,135,35.1,C3050,UPI
07/06/2026,15:09,INV-5088,Saffola Gold Oil 1L,Oils,1,210,210,172.2,C3050,UPI
07/06/2026,15:09,INV-5088,Haldiram Bhujia 200g,Snacks,3,65,195,45.5,C3050,UPI
07/06/2026,15:09,INV-5088,Kissan Mixed Fruit Jam 200g,Condiments,3,110,330,74.8,C3050,UPI
08/06/2026,19:28,INV-5089,Surf Excel 1kg,Household,4,175,700,133.0,C3069,Cash
08/06/2026,19:28,INV-5089,Real Mixed Fruit Juice 1L,Beverages,3,120,360,85.2,C3069,Cash
08/06/2026,19:28,INV-5089,Red Label Tea 500g,Beverages,2,250,500,185.0,C3069,Cash
08/06/2026,20:15,INV-5090,Mother Dairy Milk 1L,Dairy,4,58,232,49.3,C3050,UPI
08/06/2026,20:15,INV-5090,Surf Excel 1kg,Household,2,175,350,133.0,C3050,UPI
